매출랭킹,온라인랭킹,단품코드,단품명,정상가,출고율,누판율,주판율,온라인비중,inv_반응과,inv_공홈,inv_이랜드몰,inv_무신사,inv_지그재그,inv_네이버,inv_카카오선물하기,ord_공홈,ord_이랜드몰,ord_무신사,ord_지그재그,ord_네이버,ord_카카오선물하기,wh_무신사,wh_지그재그,wh_네이버
2558,2558,SPYWG25C0560110,"[시티웨어] 오버핏 반팔 셔츠, XX",39900,1.0,0.8892,0.0603,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
2558,2558,SPTNG37KU255140,"[키즈] 데님 카펜터 버뮤다 쇼츠,",39900,1.0,0.8183,0.0167,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
2564,2564,SPRNGA9A20AC095,"[COMFORT] 여성 모달 캐미솔,",12900,0.9986,0.227,0.0426,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
2565,2565,SPTNG25KU155130,"[키즈] 쿨 경량 5부 데님 쇼츠,",29900,0.9756,0.4707,0.0554,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
2566,2566,SPRLG24KU210110,"[키즈] (산리오캐릭터즈) 반팔티,",19900,0.9607,0.6133,0.0483,0.3,0,35,38,3,0,98,0,5,1,0,0,4,0,,,
2566,2566,SPRLG24KU210120,"[키즈] (산리오캐릭터즈) 반팔티,",19900,0.9938,0.8812,0.0375,0.3,0,8,8,3,0,34,0,5,0,0,0,3,0,,,
2568,2568,SPTCG25G0335080,"여성 와이드 밴딩 팬츠, (35)Be",39900,1.0,0.5647,0.0716,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
2569,2569,SPRPG25G5159095,"(릴리) 헤리티지 반팔티, (59)N",19900,0.993,0.8808,0.0421,0.3,0,6,0,5,14,0,0,0,0,0,1,0,0,,,
2569,2569,SPRNG37G01CB090,"[BRA-IN] 골지 끈 나시, (C",19900,0.8762,0.8363,0.0244,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
2571,2571,SPTNG25KU156130,"[키즈] 쿨 경량 5부 데님 쇼, (",29900,0.9777,0.583,0.0567,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
2572,2572,SPSMG24KU436110,"[키즈] 베이직 반팔 셔츠 상하세,",49900,1.0,0.6264,0.0549,0.3,0,4,3,0,0,13,1,1,0,0,0,1,0,,,
2572,2572,SPSMG37KG220150,[키즈] (산리오캐릭터즈) 스커트 상,49900,0.9133,0.2667,0.0667,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
2574,2574,SPTCG25C0303078,"[COOL] 벌룬 와이드 코튼 팬츠,",49900,0.9947,0.4553,0.0684,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
2574,2574,SPTCG25G0119073,"[COOL] 와이드 코튼 팬츠, (1",49900,1.0015,0.9629,0.0325,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
2574,2574,SPTHG26C0119090,"사선 카고 버뮤다 쇼츠, XL, (1",49900,0.818,0.1878,0.0699,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
2574,2574,SPTJG25G3256073,"경량 절개 와이드 팬츠, (56)Li",49900,0.5592,0.1166,0.0326,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
2574,2574,SPTJG25G7155067,"[COOL] 여성 커브 진, (55)",49900,0.9325,0.1576,0.0514,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
2574,2574,SPWHG25W0135070,"더블 플리츠 롱 스커트, (35)Be",49900,0.7214,0.1749,0.0573,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
2574,2574,SPTCG37G9119070,[COOL] 랩 플레어 라이트 코튼,49900,1.0,0.6761,0.2441,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
2574,2574,SPYJG37C01VB090,"웨스턴 반팔 데님 셔츠, S, (VB",49900,0.9932,0.5616,0.0479,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
2582,2582,SPTJG23G5359070,"여성 벌룬 와이드 진, (59)Nav",49900,0.994,0.5825,0.0191,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
2583,2583,SPTAG23W0160067,"롱 와이드 슬랙스, (60)Charc",39900,0.9726,0.5856,0.0411,0.3,0,1,0,15,9,5,0,0,0,1,0,0,0,,,
2584,2584,SPTCG23G0435067,"투턱 와이드 치노 팬츠, (35)Be",49900,0.9959,0.5103,0.0453,0.3,0,24,0,30,8,1,0,0,0,0,2,0,0,,,
2585,2585,SPTHG37C1119095,[ACTIVE] 스트레치 쇼츠 (나일,25900,1.0,0.4205,0.0521,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
2586,2586,SPTJG24KU256160,"[키즈] 쿨 경량 원턱 와이드, (5",39900,0.9638,0.4118,0.0256,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
2587,2587,SPMTG23C6649080,"피그먼트 버뮤다 쇼츠, M, (49)",35900,0.9688,0.4159,0.0409,0.3,0,15,0,103,52,24,0,0,0,0,0,0,0,,,
2588,2588,SPTAG25W0260078,"[COOL] 롱 와이드 슬랙스, (6",39900,1.0,0.2821,0.0513,0.3,0,3,0,13,24,25,0,0,1,0,2,0,0,,,
2589,2589,SPPPG25U0930105,[리락쿠마] 쿠마들의 느긋한 반팔 파,39900,0.9977,0.76,0.0389,0.3,0,0,0,1,6,32,0,0,0,-1,2,3,4,,,
2589,2589,SPTAG25W0260067,"[COOL] 롱 와이드 슬랙스, (6",39900,1.0,0.198,0.0512,0.3,0,4,0,10,45,20,0,0,0,0,0,0,0,,,
2589,2589,SPTAG25W0260075,"[COOL] 롱 와이드 슬랙스, (6",39900,1.0332,0.2282,0.0249,0.3,0,0,0,9,10,18,0,0,0,1,2,1,0,,,
2592,2592,SPPPG23U0859100,"[망그러진곰] 셔링 파자마, L, (",39900,0.9982,0.3913,0.0272,0.3,0,67,0,36,43,34,0,5,0,2,0,0,0,,,
2593,2593,SPTHG37KU235130,"[키즈] 4.5부 쇼츠 (나일론),",19900,0.8671,0.2987,0.039,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
2594,2594,SPRWG25G0920095,"삼각무 스티치 반팔티, (20)Red",19900,0.8858,0.5276,0.1614,0.3,0,6,0,3,3,5,0,2,0,0,0,0,0,,,
2595,2595,SPMTG37G04AC080,"벌룬 와이드 스웨트팬츠  (SPMT,",39900,0.9724,0.6575,0.2338,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
2596,2596,SPPPG25U0451090,[담곰이] 엄청 시원하담곰 반팔 파자,39900,0.9219,0.211,0.0362,0.3,0,100,0,105,50,69,24,4,0,0,0,0,0,,,
2596,2596,SPPPG25U1035105,"[몰티즈] 잘 시간이네 반팔 파자마,",39900,1.0013,0.674,0.0438,0.3,0,48,0,29,21,11,7,1,0,0,1,3,0,,,
2598,2598,SPRPG25C5116100,"(우디) 소프트코튼 반팔티, L, (",25900,0.9857,0.7502,0.0357,0.3,0,2,1,112,10,14,0,3,0,0,1,5,0,,,
2599,2599,SPLOG24KU430150,[키즈] (포켓피스) 3부 모달 실내,25900,0.9911,0.7188,0.1027,0.3,0,2,10,3,0,18,0,3,1,0,0,2,0,,,
2600,2600,SPMTG25C31AC080,"와플 와이드 스웨트팬츠, M, (AC",49900,1.0,0.4297,0.0244,0.3,0,7,0,63,8,14,0,1,0,0,2,2,0,,,
2600,2600,SPRNG37G0319095,"[BRA-IN] 헨리넥 끈나시, (1",19900,0.9985,0.9316,0.0334,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
2602,2602,SPYWG25CY259105,"(우디) 오버핏 반팔 옥스포드 셔츠,",39900,1.0,0.7246,0.0842,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
2603,2603,SPRWG24G01AC095,"헨리넥 반팔티, (AC)Melange",25900,0.9944,0.9846,0.0115,0.3,0,0,0,24,-10,3,0,0,0,0,3,2,0,,,
2604,2604,SPTHG37G1125080,[ACTIVE] 라이트 쇼츠 (나일론,25900,1.0,0.3211,0.0452,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
2605,2605,SPSMG24KU149110,[키즈][COOL] 스케이트보드 상하,39900,0.7648,0.3264,0.0406,0.3,0,18,16,3,0,44,4,3,1,0,0,7,0,,,
2605,2605,SPSMG25KU159140,"[키즈][COOL] 데님 상하세트,",39900,0.891,0.3736,0.0213,0.3,0,66,64,5,0,130,5,1,1,1,0,8,0,,,
2605,2605,SPSMG25KU210160,[키즈][COOL] 오버핏 그래픽 링,39900,0.9814,0.5404,0.028,0.3,0,27,12,9,0,19,4,2,0,1,0,6,0,,,
2608,2608,SPSMG25KU119160,"[키즈][COOL] 데님 상하세트,",39900,0.9906,0.6143,0.0314,0.3,0,56,36,4,0,66,6,1,2,0,0,6,0,,,
2608,2608,SPTNG37KU255150,"[키즈] 데님 카펜터 버뮤다 쇼츠,",39900,1.0,0.8785,0.0315,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
2610,2610,SPJJG25C2119110,"[시티웨어] 반팔 셔츠, XXL, (",39900,1.0,0.703,0.0495,0.3,0,9,0,44,1,25,0,4,0,0,0,3,0,,,
2610,2610,SPKWG25G0159100,"[COOL] 헨리넥 골지 반팔 니트,",39900,0.7593,0.2573,0.1107,0.3,0,6,0,4,22,10,0,0,0,1,3,0,0,,,
2610,2610,SPKWG25G0185095,"[COOL] 헨리넥 골지 반팔 니트,",39900,0.7886,0.1498,0.0584,0.3,0,6,0,5,28,15,0,0,0,0,2,0,0,,,
2610,2610,SPKWG25G0185100,"[COOL] 헨리넥 골지 반팔 니트,",39900,0.9125,0.1562,0.0729,0.3,0,6,0,5,5,5,0,0,0,0,0,0,0,,,
2610,2610,SPSMG25KU425150,"[키즈] (먼작귀) 반팔 상하세트,",39900,0.8668,0.0951,0.0516,0.3,0,45,0,45,0,60,0,0,0,0,0,0,0,,,
2610,2610,SPSMG25KU451140,"[키즈] (먼작귀) 반팔 상하세트,",39900,0.8965,0.1008,0.049,0.3,0,45,0,45,0,60,0,0,0,0,0,0,0,,,
2610,2610,SPSMG25KU451160,"[키즈] (먼작귀) 반팔 상하세트,",39900,0.933,0.0982,0.058,0.3,0,27,0,27,0,36,0,0,0,0,0,0,0,,,
2610,2610,SPTCG24C0259075,"테이퍼드 밴딩 팬츠 (코튼), S,",39900,1.0,0.7516,0.0484,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
2610,2610,SPYWG25C0535110,"[시티웨어] 오버핏 반팔 셔츠, XX",39900,1.0,0.8657,0.0637,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
2610,2610,SPYWG25M0351100,[프리미엄] 릴랙스핏 셔츠 (리넨 1,39900,0.9909,0.4316,0.0511,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
2610,2610,SPYWG25W0351100,"[리넨블렌드] 반오픈 반팔 셔츠, (",39900,1.0,0.77,0.06,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
2610,2610,SPKWG37W0119095,[COOL] 캡소매 레이어드 반팔 니,39900,0.9209,0.4866,0.0469,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
2622,2622,SPTJG24C5555080,"와이드 밴딩 팬츠 (데님), M, (",39900,0.8468,0.3746,0.0373,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
2622,2622,SPYWG25W0335085,"[리넨블렌드] 반오픈 반팔 셔츠, (",39900,0.9922,0.759,0.0704,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
2624,2624,SPPPG25U0575090,[먼작귀] 먼가 작고 귀여운 여름 반,39900,0.9935,0.6716,0.0334,0.3,0,58,15,54,42,24,0,20,0,2,0,5,0,,,
2625,2625,SPJJG25G0130095,[UV차단] 라이트 후드 윈드브레이커,39900,0.998,0.8287,0.02,0.3,0,13,0,11,5,51,0,6,0,0,14,8,0,,,
2626,2626,SPMRGA9A1110095,[COMFORT] 남성 심리스 브이넥,15900,1.0,0.2861,0.0277,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
2626,2626,SPMRGA9A1110100,[COMFORT] 남성 심리스 브이넥,15900,0.9908,0.2528,0.0189,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
2628,2628,SPYWG37W0185085,"시스루 셔츠, (85)Brown, S",39900,1.0,0.6801,0.0683,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
2629,2629,SPRPG26C6060105,"BAYMONT 아플리케 반팔티, XL",29900,0.9965,0.7282,0.0348,0.3,0,1,0,76,52,4,0,0,0,0,0,0,0,,,
2630,2630,SPRNG37G0119100,"[BRA-IN] 골지 끈 나시, (1",19900,0.9924,0.6272,0.0705,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
2631,2631,SPSMG25KU156160,"[키즈][COOL] 데님 상하세, (",39900,0.9922,0.3128,0.0137,0.3,0,115,114,6,0,145,6,1,2,1,0,5,0,,,
2632,2632,SPTCG25C0303082,"[COOL] 벌룬 와이드 코튼 팬츠,",49900,0.9971,0.6122,0.0758,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
2633,2633,SPLWG23W0139085,"[모달] 슬림핏 긴팔티, (39)Iv",19900,1.0064,0.8903,0.0128,0.3,0,0,0,0,0,0,0,0,0,1,1,0,0,,,
2634,2634,SPCKG25M0117095,"[COOL] 칼라넥 반팔 카디건, M",49900,0.9468,0.1749,0.1179,0.3,0,6,0,10,0,5,0,0,0,0,0,0,0,,,
2635,2635,SPSMG37KG220110,[키즈] (산리오캐릭터즈) 스커트 상,49900,0.9844,0.3338,0.0571,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
2636,2636,SPTCG25C0336090,"[COOL] 벌룬 와이드 코튼 팬츠,",49900,1.0,0.6368,0.0943,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
2637,2637,SPJJG24G0151100,"[UV차단] 세미 크롭 윈드브레이커,",49900,0.996,0.5534,0.0158,0.3,0,8,0,29,38,25,0,1,0,0,0,2,0,,,
2638,2638,SPJJG25G11CO095,[UV차단] 라이트 체크 후드 윈드브,49900,0.9992,0.4971,0.0149,0.3,0,34,0,70,154,18,0,0,0,9,6,0,0,,,
2638,2638,SPTCG25G0185061,"[COOL] 와이드 코튼 팬츠, (8",49900,1.0,0.9103,0.0483,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
2638,2638,SPTJGA9G6157064,"앵클 부츠컷 진, (57)Dark I",49900,1.0,0.9574,0.0851,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
2641,2641,SPRPG25KG2AC150,"[키즈] ALLSTON 레이어드, (",25900,0.9871,0.4385,0.0663,0.3,0,3,30,4,0,17,0,6,0,0,0,1,0,,,
2642,2642,SPTAG23W0160064,"롱 와이드 슬랙스, (60)Charc",39900,0.9927,0.6145,0.0291,0.3,0,4,0,5,9,8,0,0,0,0,6,0,0,,,
2643,2643,SPRPG25KG2AC160,"[키즈] ALLSTON 레이어드, (",25900,0.9912,0.4518,0.0613,0.3,0,5,30,3,0,8,0,5,0,0,0,0,0,,,
2644,2644,SPMTG23G04AC070,"여성 와플 와이드 스웨트팬츠, (AC",49900,0.996,0.7351,0.0219,0.3,0,0,0,4,-4,10,0,0,0,0,0,0,0,,,
2645,2645,SPWRGA9KG199120,[키즈][2PACK] 여아 모달 캐미,15900,0.9601,0.5797,0.0652,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
2646,2646,SPRWG37G0129095,"[코튼스판] 캡소매 절개 반팔티, (",25900,0.9988,0.7475,0.0511,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
2647,2647,SPYWG23C5151110,"오버핏 옥스포드 셔츠, XXL, (5",39900,0.9865,0.7476,0.0193,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
2648,2648,SPPPG25U0125100,"[산리오캐릭터즈] 반팔 파자마, L,",39900,0.998,0.8202,0.0495,0.3,0,11,1,17,28,10,0,14,0,3,0,5,2,,,
2649,2649,SPHWG24KU110160,"[키즈] 쿠디 폴로 칼라 반팔티, (",19900,1.0,0.5734,0.0364,0.3,0,6,0,4,0,22,0,4,5,4,0,10,0,,,
2650,2650,SPCKG24G01CF085,"[COOL] 썸머 카디건, (CF)D",29900,0.6567,0.254,0.0218,0.3,0,0,0,0,0,1,0,0,0,0,-1,0,0,,,
2650,2650,SPKWG24G0133085,"[COOL] 썸머 케이블 반팔, (3",29900,0.9194,0.284,0.0584,0.3,0,13,0,5,15,130,0,2,0,0,0,0,0,,,
2650,2650,SPKWG24G01AC095,"[COOL] 썸머 케이블 반팔니트,",29900,0.9984,0.5172,0.0922,0.3,0,1,0,5,15,30,0,3,0,0,0,0,0,,,
2650,2650,SPMTG26C0260070,"[COOL] 원턱 버뮤다 쇼츠, XS",29900,0.9405,0.6577,0.0298,0.3,0,0,0,71,20,0,0,0,0,1,0,0,0,,,
2654,2654,SPPPG37KU250140,"[키즈] (다마고치) 반팔 파자마,",39900,0.9188,0.1754,0.0471,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
2655,2655,SPTCG25G1130070,"와이드 카고 팬츠 (나일론), (30",39900,1.0,0.6372,0.1062,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
2656,2656,SPRNG37G0510085,"골지 민소매 티, (10)White,",19900,0.8198,0.2592,0.0633,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
2657,2657,SPSMG24KU2AA160,"[키즈] 그래픽 스웻, (AA)Lig",39900,0.9226,0.4043,0.0129,0.3,0,0,0,0,0,257,0,0,0,0,0,7,0,,,
2657,2657,SPSMG25KU319130,[키즈] (산리오캐릭터즈) 반팔 데님,39900,0.9869,0.2467,0.024,0.3,0,205,150,3,0,170,13,0,0,0,0,10,0,,,
2657,2657,SPSMG25KU326110,"[키즈] (산리오캐릭터즈) 반팔 데,",39900,0.9933,0.395,0.0235,0.3,0,145,56,3,0,66,13,0,0,0,0,2,0,,,
2657,2657,SPMRGA9KU210150,[키즈][COOLTECH][2PACK,15900,1.0,0.4851,0.0578,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
2657,2657,SPTNG37KU256130,"[키즈] 데님 카펜터 버뮤다 쇼, (",39900,0.9974,0.8084,0.0289,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
2662,2662,SPPPG37KG125150,[키즈] (캐치!티니핑6) 반팔 원피,39900,0.9765,0.2723,0.0282,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
2663,2663,SPKWG25G0159095,"[COOL] 헨리넥 골지 반팔 니트,",39900,0.6937,0.2632,0.0935,0.3,0,6,0,3,3,3,0,0,0,0,0,0,0,,,
2663,2663,SPTAG25M1219085,"크링클 와이드팬츠, L, (19)Bl",39900,0.9057,0.5712,0.2117,0.3,0,8,0,8,0,0,0,2,0,0,0,0,0,,,
2663,2663,SPTCG24C0260075,"테이퍼드 밴딩 팬츠 (코튼), S,",39900,0.9985,0.6979,0.0323,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
2663,2663,SPTCG24W9159075,"(QR) 밴딩 팬츠, (59)Navy",39900,1.006,0.5268,0.0804,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
2667,2667,SPRSG24KG115140,[키즈] 여아 레이어드 헨리넥 반팔티,25900,1.0,0.832,0.0956,0.3,0,3,3,3,0,0,0,6,0,0,0,3,0,,,
2667,2667,SPMZG37G0299090,"[에어비스코스] 골지 후드집업, (9",39900,1.0,0.5374,0.0397,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
2669,2669,SPPPG25U0351115,"[망그러진곰] 망고미 반팔 파자마,",39900,1.0,0.5882,0.098,0.3,0,34,0,6,0,0,0,11,0,0,0,0,0,,,
2670,2670,SPRLG37KU320140,[키즈] (산리오캐릭터즈) 반팔티 (,19900,0.4809,0.2495,0.0805,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
2671,2671,SPRPG37KG519160,[키즈][COOL] 여아 고양이 루즈,19900,0.9524,0.4286,0.1746,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
2672,2672,SPRLG25KU440160,"[키즈] (다마고치) 반팔티, (40",19900,1.0,0.9349,0.0769,0.3,0,0,7,5,0,1,0,9,0,4,0,0,0,,,
2672,2672,SPRPG25C5010105,"(우디) 헤리티지 반팔티, XL, (",19900,0.851,0.4725,0.0754,0.3,0,0,0,0,6,9,0,0,0,0,0,0,0,,,
2672,2672,SPWHG23W1117070,"플리츠 미니 스커트, (17)Dark",39900,0.999,0.667,0.0245,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
2675,2675,SPJJG23CY2BF105,"체크 후드 윈드브레이커, XL, (B",59900,0.9858,0.3443,0.02,0.3,0,9,0,113,42,57,0,0,0,0,0,0,0,,,
2676,2676,SPRLG25U1510100,"[개구리 중사 케로로] 반팔 티셔츠,",25900,0.9871,0.9419,0.0258,0.3,0,23,0,0,0,0,0,8,0,0,0,0,0,,,
2677,2677,SPYWG25W0250090,[프리미엄] 여성 긴팔 셔츠 (리넨,39900,0.9965,0.5097,0.0562,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
2678,2678,SPRWG25C0519090,"와플 헨리넥 반팔티, S, (19)B",25900,1.0033,0.6405,0.0556,0.3,0,1,0,51,10,15,0,1,0,3,0,0,0,,,
2679,2679,SPJJG23C0335110,[3-LAYER] 테크니컬 윈드브레이,69900,0.9661,0.275,0.0179,0.3,0,16,0,44,18,30,0,0,0,0,0,0,0,,,
2680,2680,SPTJG25C4159084,"[COOL] 스트레이트 진, (59)",49900,1.0,0.4087,0.0456,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
2681,2681,SPTJG23C5355074,"벌룬 와이드 진, (55)Indigo",49900,0.9991,0.2649,0.0061,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
2682,2682,SPYWG25C0560100,"[시티웨어] 오버핏 반팔 셔츠, L,",39900,0.9991,0.7991,0.0895,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
2682,2682,SPMZG37G0299095,"[에어비스코스] 골지 후드집업, (9",39900,0.997,0.7744,0.0274,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
2684,2684,SPTCG25G0350085,"여성 와이드 밴딩 팬츠, (50)Bl",39900,0.998,0.3975,0.0574,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
2685,2685,SPBWG25KG151150,"[키즈] 썸머 블라우스, (51)Li",29900,1.0,0.6903,0.0672,0.3,0,8,6,0,0,17,0,4,1,1,0,6,0,,,
2686,2686,SPKWG25M0119110,"[코튼블렌드] 칼라넥 반팔니트, XX",39900,0.9977,0.6925,0.0541,0.3,0,10,0,62,0,18,0,7,1,0,0,0,0,,,
2687,2687,SPRPG25C5059090,"(우디) 헤리티지 반팔티, S, (5",19900,0.9807,0.6606,0.0618,0.3,0,5,0,40,17,9,0,0,0,7,0,1,0,,,
2688,2688,SPWRGA9A0119100,"[COOLTECH] 여성 캐미솔, (",12900,0.9989,0.2302,0.0344,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
2689,2689,SPWHG25KG119130,[키즈] 체크 캉캉 스커트 (속바지),39900,1.0,0.5507,0.0811,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
2690,2690,SPSMG25KG284150,[키즈][COOL] 여아 스코츠 상하,49900,0.8216,0.2454,0.0186,0.3,0,3,3,4,0,26,1,0,0,0,0,5,0,,,
2691,2691,SPTCG25G0119075,"[COOL] 와이드 코튼 팬츠, (1",49900,0.9978,0.9393,0.0427,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
2692,2692,SPTCG37C0159078,"[리넨블렌드] 투턱 와이드 팬츠, (",49900,0.9967,0.7261,0.0363,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
2692,2692,SPTCG37G9019080,"와이드 사선 카고 밴딩 팬츠, (19",49900,1.0,0.6807,0.0588,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
2694,2694,SPBWG23W0185085,"뷔스티에 블라우스 세트, (85)Br",49900,0.9936,0.4362,0.0164,0.3,0,14,0,66,144,27,0,0,0,0,2,1,0,,,
2695,2695,SPBRGA9KG219160,[키즈][COMFORT] 2단계 심리,15900,0.7021,0.2477,0.0184,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
2696,2696,SPBRGA9KG310140,[키즈][COOLTECH] 1단계 심,15900,0.8065,0.1925,0.0343,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
2697,2697,SPRNG24G0259085,"[BRA-IN] 골지 민소매 티, (",19900,0.9905,0.669,0.081,0.3,0,17,0,10,11,48,0,1,0,0,3,0,0,,,
2698,2698,SPRNG37G0131090,"[BRA-IN] 골지 끈 나시, (3",19900,1.0,0.6141,0.0609,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
2699,2699,SPRLG25U1175100,"[포켓몬] 반팔 티셔츠, L, (75",25900,1.0,0.5116,0.0362,0.3,0,17,0,20,0,26,3,3,0,1,0,1,0,,,
2700,2700,SPSMG25KU310130,[키즈] (산리오캐릭터즈) 반팔 데님,39900,0.9934,0.3344,0.018,0.3,0,499,25,3,0,67,9,0,4,0,0,14,0,,,
2700,2700,SPSMG25KU326120,"[키즈] (산리오캐릭터즈) 반팔 데,",39900,0.9886,0.4636,0.0205,0.3,0,227,62,3,0,66,14,0,0,0,0,5,0,,,
2702,2702,SPSMG25KU319150,[키즈] (산리오캐릭터즈) 반팔 데님,39900,0.9988,0.2711,0.0133,0.3,0,139,98,3,0,89,14,0,1,0,0,6,0,,,
2703,2703,SPKWG25M0286110,"[코튼100] 헨리넥 반팔니트, XX",39900,1.0,0.6151,0.0863,0.3,0,9,0,12,0,10,0,0,0,2,0,0,0,,,
2703,2703,SPPPG25KU630140,[키즈] (트위티) 블루밍 반팔 파자,39900,0.9789,0.3565,0.0302,0.3,0,17,12,4,0,27,5,1,0,0,0,6,0,,,
2703,2703,SPYCG23C0339105,"남성 크롭 체크 셔츠, XL, (39",39900,0.9976,0.6469,0.0237,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
2703,2703,SPYJG24C0117090,"오버핏 반팔 데님 셔츠, S, (17",39900,0.9279,0.4712,0.0374,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
2703,2703,SPBNG37W0250095,"(QR) 프릴 민소매 블라우스, (5",39900,0.9961,0.2397,0.1061,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
2703,2703,SPLOGA9A0431095,"[COMFORT] 코튼 긴팔 파자마,",39900,0.9946,0.5415,0.0086,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
2703,2703,SPPPG37U1610110,[산리오캐릭터즈] 반팔 파자마 (SP,39900,1.0,0.1675,0.0623,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
2710,2710,SPYWG23C5110105,"오버핏 옥스포드 셔츠, XL, (10",39900,0.989,0.7483,0.02,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
2711,2711,SPRLG37KU199150,"[키즈] (토이스토리) 반팔티, (9",19900,1.2063,0.0938,0.0938,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
2712,2712,SPJKG23W03B0090,"타이 스트랩 트위드 재킷, (B0)T",79900,0.9935,0.3088,0.0065,0.3,0,88,0,1,136,33,0,0,0,0,0,0,0,,,
2713,2713,SPMRGA9KU151160,"[키즈] [2PACK] 모달 탱크탑,",15900,0.9731,0.2853,0.0285,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
